193.5332079,5.220164899
149.7227353,3.170808614
224.5199889,4.989208166
129.4586186,3.047057651
279.3559577,5.777307832
186.3018878,4.625640055
144.7904405,3.306472291
129.3106869,2.371419109
125.6311131,3.579885511
135.6914818,4.49340188
178.6755407,3.363450525
184.7206171,3.89443707
176.7948595,4.052332077
418.1123862,8.562693474
112.7060381,2.640906511
214.6114035,4.448603826
119.1543701,2.696980098
112.0491885,2.992625584
246.1473488,4.38963849
281.9782244,6.074730468
172.6222855,4.847870292
172.5873671,4.006492095
150.9199623,2.926460908
187.9942197,4.227140094
363.3563543,6.956710057
104.2624444,1.884378443
137.0559525,2.855846034
236.4887897,5.918208596
207.6694693,3.125459949
241.8656559,5.308577718
170.3483978,4.193122276
90.22124938,2.274618254
190.8733272,4.981522872
295.3691984,6.350089702
168.7527206,3.267726178
134.006182,3.308706105
118.3526483,2.954456677
195.1591805,5.051722012
393.7561767,8.333720873
198.8811945,4.256325751
155.7581146,3.595698326
208.2590841,4.42169153
237.6588726,4.02482314
109.0919863,2.859252927
72.61440841,2.198319529
174.318529,3.574530841
112.91627,2.834234835
